prioridade_ml_hibrida;score_hibrido;probabilidade_ml;score;valor_ponderado_hibrido;prioridade;valor_ponderado;valor_potencial;id_oportunidade;etapa;vendedor;gerente;regional;conta;setor;produto;idade_dias;justificativa;riscos_principais;proxima_acao
D - Baixa prioridade;47,3;0,4892373038433848;45,9;1604,89;D - Baixa prioridade;1557,39;3393;OP-02431;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4892373038433848;45,9;1604,89;D - Baixa prioridade;1557,39;3393;OP-01652;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4892373038433848;45,9;1604,89;D - Baixa prioridade;1557,39;3393;OP-05343;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4892373038433848;45,9;1604,89;D - Baixa prioridade;1557,39;3393;OP-00321;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4892373038433848;45,9;1604,89;D - Baixa prioridade;1557,39;3393;OP-02116;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4295831217676905;50,9;260,15;C - Nutrir / validar;279,95;550;OP-02859;Em negociação;Fernanda Valente;Débora Santos;Centro;;;Solução Atlas Essencial;166,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4295831217676905;50,9;260,15;C - Nutrir / validar;279,95;550;OP-00857;Em negociação;Fernanda Valente;Débora Santos;Centro;;;Solução Atlas Essencial;165,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4295831217676905;50,9;260,15;C - Nutrir / validar;279,95;550;OP-03690;Em negociação;Fernanda Valente;Débora Santos;Centro;;;Solução Atlas Essencial;162,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4295831217676905;50,9;260,15;C - Nutrir / validar;279,95;550;OP-03990;Em negociação;Fernanda Valente;Débora Santos;Centro;;;Solução Atlas Essencial;160,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4295831217676905;50,9;260,15;C - Nutrir / validar;279,95;550;OP-03613;Em negociação;Fernanda Valente;Débora Santos;Centro;;;Solução Atlas Essencial;158,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4295831217676905;50,9;260,15;C - Nutrir / validar;279,95;550;OP-02592;Em negociação;Fernanda Valente;Débora Santos;Centro;;;Solução Atlas Essencial;155,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,4;26,02;C - Nutrir / validar;27,72;55;OP-05177;Em negociação;Rafael Ferreira;Gustavo Ferreira;Oeste;;;Módulo Horizonte Especial;253,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,4;26,02;C - Nutrir / validar;27,72;55;OP-06880;Em negociação;Rafael Ferreira;Gustavo Ferreira;Oeste;;;Módulo Horizonte Especial;195,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,4;26,02;C - Nutrir / validar;27,72;55;OP-04069;Em negociação;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Especial;164,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,4;26,02;C - Nutrir / validar;27,72;55;OP-07544;Em negociação;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Especial;163,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,4;26,02;C - Nutrir / validar;27,72;55;OP-01803;Em negociação;Tiago Martins;Gustavo Ferreira;Oeste;;;Módulo Horizonte Especial;155,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,3;26,02;C - Nutrir / validar;27,66;55;OP-03775;Em negociação;Rafael Ferreira;Gustavo Ferreira;Oeste;;;Módulo Horizonte Especial;281,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,3;26,02;C - Nutrir / validar;27,66;55;OP-08266;Em negociação;Leonardo Henriques;Amanda Azevedo;Leste;;;Módulo Horizonte Especial;209,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,3;26,02;C - Nutrir / validar;27,66;55;OP-06941;Em negociação;Leonardo Henriques;Amanda Azevedo;Leste;;;Módulo Horizonte Especial;207,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,3;26,02;C - Nutrir / validar;27,66;55;OP-01095;Em negociação;Leonardo Henriques;Amanda Azevedo;Leste;;;Módulo Horizonte Especial;172,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,3;26,02;C - Nutrir / validar;27,66;55;OP-00173;Em negociação;Sofia Ishikawa;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;165,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,3;26,02;C - Nutrir / validar;27,66;55;OP-01671;Em negociação;Sofia Ishikawa;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;156,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,3;26,02;C - Nutrir / validar;27,66;55;OP-06065;Em negociação;Priscila Ramos;Amanda Azevedo;Leste;;;Módulo Horizonte Especial;155,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,3;26,02;C - Nutrir / validar;27,66;55;OP-03627;Em negociação;Priscila Ramos;Amanda Azevedo;Leste;;;Módulo Horizonte Especial;154,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4352982310222095;50,3;26,02;C - Nutrir / validar;27,66;55;OP-01212;Em negociação;Priscila Ramos;Amanda Azevedo;Leste;;;Módulo Horizonte Especial;150,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,2;26,02;C - Nutrir / validar;27,61;55;OP-06511;Em negociação;Juliana Esteves;Caio Galvão;Oeste;;;Módulo Horizonte Especial;308,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,2;26,02;C - Nutrir / validar;27,61;55;OP-00900;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;264,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,2;26,02;C - Nutrir / validar;27,61;55;OP-01032;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;258,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,2;26,02;C - Nutrir / validar;27,61;55;OP-04655;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;252,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,2;26,02;C - Nutrir / validar;27,61;55;OP-06125;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;252,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,2;26,02;C - Nutrir / validar;27,61;55;OP-01969;Em negociação;Larissa Santos;Caio Galvão;Oeste;;;Módulo Horizonte Especial;231,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,2;26,02;C - Nutrir / validar;27,61;55;OP-00797;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;199,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,2;26,02;C - Nutrir / validar;27,61;55;OP-04414;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;191,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,2;26,02;C - Nutrir / validar;27,61;55;OP-04373;Em negociação;Larissa Santos;Caio Galvão;Oeste;;;Módulo Horizonte Especial;183,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-07945;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;353,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-02544;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;347,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-06015;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;332,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-05221;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;305,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-07471;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;304,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-00624;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;289,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-08407;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;283,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-02937;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;279,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-08322;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;279,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-05428;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;279,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-04440;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;273,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-02889;Em negociação;Larissa Santos;Caio Galvão;Oeste;;;Módulo Horizonte Especial;272,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-04398;Em negociação;Larissa Santos;Caio Galvão;Oeste;;;Módulo Horizonte Especial;270,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,3;0,4382760729466091;50,1;26,02;C - Nutrir / validar;27,56;55;OP-04046;Em negociação;Larissa Santos;Caio Galvão;Oeste;;;Módulo Horizonte Especial;259,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,42096557150862857;51,4;2275,51;C - Nutrir / validar;2477,99;4821;OP-00621;Em negociação;Henrique Borges;Fernanda Almeida;Leste;;;Solução Atlas Profissional;328,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,41976579092893784;51,5;1601,5;C - Nutrir / validar;1747,4;3393;OP-00141;Em negociação;Renato Vieira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;315,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,41976579092893784;51,5;1601,5;C - Nutrir / validar;1747,4;3393;OP-06773;Em negociação;Renato Vieira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;300,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,41976579092893784;51,5;1601,5;C - Nutrir / validar;1747,4;3393;OP-01298;Em negociação;Renato Vieira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;286,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,41976579092893784;51,5;1601,5;C - Nutrir / validar;1747,4;3393;OP-07541;Em negociação;Renato Vieira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;242,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,41976579092893784;51,4;1601,5;C - Nutrir / validar;1744,0;3393;OP-00352;Em negociação;Renato Vieira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;341,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4217136541973897;51,4;1601,5;C - Nutrir / validar;1744,0;3393;OP-01134;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;156,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4217136541973897;51,4;1601,5;C - Nutrir / validar;1744,0;3393;OP-00175;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;141,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4217136541973897;51,3;1601,5;C - Nutrir / validar;1740,61;3393;OP-05857;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;252,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4217136541973897;51,3;1601,5;C - Nutrir / validar;1740,61;3393;OP-04514;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;233,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4217136541973897;51,3;1601,5;C - Nutrir / validar;1740,61;3393;OP-08680;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;230,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4217136541973897;51,3;1601,5;C - Nutrir / validar;1740,61;3393;OP-00038;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;184,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,488944993284403;45,9;1601,5;D - Baixa prioridade;1557,39;3393;OP-00540;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,488944993284403;45,9;1601,5;D - Baixa prioridade;1557,39;3393;OP-06162;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,488944993284403;45,9;1601,5;D - Baixa prioridade;1557,39;3393;OP-04395;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,488944993284403;45,9;1601,5;D - Baixa prioridade;1557,39;3393;OP-05491;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,488944993284403;45,9;1601,5;D - Baixa prioridade;1557,39;3393;OP-00097;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,488944993284403;45,9;1601,5;D - Baixa prioridade;1557,39;3393;OP-03252;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,488944993284403;45,9;1601,5;D - Baixa prioridade;1557,39;3393;OP-06808;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,488944993284403;45,9;1601,5;D - Baixa prioridade;1557,39;3393;OP-02846;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,488944993284403;45,9;1601,5;D - Baixa prioridade;1557,39;3393;OP-02169;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,488944993284403;45,9;1601,5;D - Baixa prioridade;1557,39;3393;OP-07124;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
