id_oportunidade;vendedor;produto;conta;etapa_negocio;data_engajamento;data_fechamento;valor_fechamento
OP-08562;Henrique Borges;Solução Atlas Plus Essencial;Vereda Sistemas Ltda.;Ganha;2017-10-16;2017-12-25;1008
OP-07289;Isabela Farias;Solução Atlas Profissional;Sinapse Soluções Ltda.;Perdida;2017-10-16;2017-10-19;0
OP-00031;Isabela Farias;Módulo Horizonte Especial;Quantum Sistemas Ltda.;Perdida;2017-10-16;2017-10-17;0
OP-06150;Isabela Farias;Solução Atlas Profissional;Litoral Indústria Ltda.;Ganha;2017-10-16;2017-10-25;4834
OP-08360;Isabela Farias;Módulo Horizonte Avançado;Íntegra Comercial Ltda.;Ganha;2017-10-16;2017-10-17;3490
OP-03181;João Moreira;Solução Atlas Essencial;Ônix Sistemas Ltda.;Perdida;2017-10-16;2017-10-26;0
OP-07699;Otávio Pinto;Módulo Horizonte Especial;Pioneira Consultoria Ltda.;Perdida;2017-10-16;2017-10-24;0
OP-04872;Patrícia Campos;Módulo Horizonte Avançado;Aliança Indústria Ltda.;Ganha;2017-10-16;2017-10-20;3744
OP-05149;Tiago Martins;Solução Atlas Profissional;Raízes Varejo Ltda.;Perdida;2017-10-16;2017-10-22;0
OP-02219;Vanessa Pereira;Solução Atlas Essencial;Solaris Comunicação Ltda.;Perdida;2017-10-16;2017-10-26;0
OP-02953;Vanessa Pereira;Solução Atlas Essencial;Quasar Serviços Ltda.;Perdida;2017-10-16;2017-10-21;0
OP-01022;Vanessa Pereira;Solução Atlas Essencial;Catarina Soluções Ltda.;Ganha;2017-10-16;2017-11-12;591
OP-05555;Vanessa Pereira;Módulo Horizonte Especial;Centauro Logística Ltda.;Ganha;2017-10-16;2017-10-24;48
OP-07135;Amanda Azevedo;Solução Atlas Plus Essencial;Ipanema Logística Ltda.;Ganha;2017-10-16;2017-10-23;1060
OP-05601;Caio Dias;Solução Atlas Plus Essencial;Novaterra Telecom Ltda.;Perdida;2017-10-16;2017-10-21;0
OP-07911;Fernanda Valente;Solução Atlas Essencial;Nexa Telecom Ltda.;Ganha;2017-10-16;2017-10-28;562
OP-02748;Helena Menezes;Solução Atlas Plus Essencial;Novaterra Telecom Ltda.;Perdida;2017-10-16;2017-11-19;0
OP-05538;Leonardo Henriques;Solução Atlas Profissional;Gênesis Indústria Ltda.;Perdida;2017-10-16;2017-10-18;0
OP-06203;Mariana Lima;Módulo Horizonte Especial;Quartzo Participações Ltda.;Ganha;2017-10-16;2017-10-17;57
OP-04718;Nicolas Oliveira;Solução Atlas Essencial;Kairós Varejo Ltda.;Ganha;2017-10-16;2017-12-21;535
OP-04053;Nicolas Oliveira;Solução Atlas Profissional;Safira Software Ltda.;Ganha;2017-10-16;2017-10-25;4580
OP-00235;Nicolas Oliveira;Módulo Horizonte Especial;Ypê Logística Ltda.;Ganha;2017-10-16;2017-10-18;56
OP-01195;Priscila Ramos;Solução Atlas Essencial;;Em negociação;2017-10-16;;
OP-01424;Priscila Ramos;Solução Atlas Plus Essencial;;Em negociação;2017-10-16;;
OP-01352;Tatiana Castro;Solução Atlas Plus Profissional;Jardim Serviços Ltda.;Ganha;2017-10-16;2017-10-23;4942
OP-07115;Ana Almeida;Módulo Horizonte Especial;Rubi Comunicação Ltda.;Ganha;2017-10-17;2017-10-23;55
OP-05338;Bruno Duarte;Solução Atlas Plus Profissional;Latitude Serviços Ltda.;Perdida;2017-10-17;2017-10-25;0
OP-00209;Eduarda Nogueira;Solução Atlas Profissional;Júpiter Comercial Ltda.;Ganha;2017-10-17;2017-10-29;5144
OP-05208;Gabriela Teixeira;Módulo Horizonte Avançado;Imperial Financeira Ltda.;Perdida;2017-10-17;2017-12-13;0
OP-02506;Isabela Farias;Solução Atlas Profissional;Mirante Consultoria Ltda.;Perdida;2017-10-17;2017-10-24;0
OP-03008;Isabela Farias;Solução Atlas Profissional;Horizonte Saúde Ltda.;Ganha;2017-10-17;2017-10-23;5458
OP-04044;Otávio Pinto;Solução Atlas Profissional;Mirante Consultoria Ltda.;Perdida;2017-10-17;2017-10-23;0
OP-05465;Sofia Ishikawa;Solução Atlas Profissional;Sinapse Soluções Ltda.;Ganha;2017-10-17;2017-10-19;5046
OP-08374;Tiago Martins;Solução Atlas Plus Essencial;;Em negociação;2017-10-17;;
OP-06036;Tiago Martins;Solução Atlas Profissional;;Em negociação;2017-10-17;;
OP-02738;Amanda Azevedo;Solução Atlas Essencial;Metrópole Digital Ltda.;Perdida;2017-10-17;2017-10-23;0
OP-01802;Amanda Azevedo;Módulo Horizonte Especial;Jardim Serviços Ltda.;Perdida;2017-10-17;2017-10-26;0
OP-05072;Amanda Azevedo;Módulo Horizonte Especial;Catarina Soluções Ltda.;Perdida;2017-10-17;2017-10-26;0
OP-00453;Caio Dias;Módulo Horizonte Especial;Rubi Comunicação Ltda.;Ganha;2017-10-17;2017-10-26;64
OP-05670;Mariana Lima;Módulo Horizonte Especial;Nexa Telecom Ltda.;Ganha;2017-10-17;2017-10-27;54
OP-00018;Nicolas Oliveira;Módulo Horizonte Especial;Inova Software Ltda.;Ganha;2017-10-17;2017-10-26;68
OP-01758;Priscila Ramos;Solução Atlas Plus Essencial;Atlas Digital Ltda.;Perdida;2017-10-17;2017-10-18;0
OP-01857;Priscila Ramos;Módulo Horizonte Especial;Cerrado Participações Ltda.;Perdida;2017-10-17;2017-10-18;0
OP-06314;Renato Vieira;Módulo Horizonte Especial;Zênite Serviços Ltda.;Perdida;2017-10-17;2017-10-19;0
OP-05922;Tatiana Castro;Solução Atlas Plus Essencial;Tropical Saúde Ltda.;Ganha;2017-10-17;2017-12-10;1129
OP-02590;Eduarda Nogueira;Módulo Horizonte Avançado;Cerrado Participações Ltda.;Perdida;2017-10-18;2017-10-19;0
OP-02452;Felipe Queiroz;Solução Atlas Plus Essencial;Pampas Comunicação Ltda.;Ganha;2017-10-18;2017-10-20;1200
OP-01136;Felipe Queiroz;Módulo Horizonte Avançado;Galáxia Software Ltda.;Ganha;2017-10-18;2017-12-19;3164
OP-00878;Gabriela Teixeira;Solução Atlas Plus Essencial;Valência Consultoria Ltda.;Perdida;2017-10-18;2017-10-25;0
OP-00985;Gabriela Teixeira;Módulo Horizonte Avançado;Porto Telecom Ltda.;Ganha;2017-10-18;2017-10-26;3225
OP-06667;Henrique Borges;Solução Atlas Plus Essencial;Zênite Serviços Ltda.;Perdida;2017-10-18;2017-11-05;0
OP-06410;Isabela Farias;Solução Atlas Profissional;Jade Tecnologia Ltda.;Ganha;2017-10-18;2017-10-20;4130
OP-01636;João Moreira;Solução Atlas Essencial;Cobalto Financeira Ltda.;Perdida;2017-10-18;2017-10-24;0
OP-01287;João Moreira;Solução Atlas Profissional;Terranova Telecom Ltda.;Perdida;2017-10-18;2017-11-29;0
OP-08567;Larissa Santos;Módulo Horizonte Especial;Quasar Serviços Ltda.;Ganha;2017-10-18;2017-10-20;47
OP-02375;Natália Correia;Solução Atlas Plus Profissional;Valência Consultoria Ltda.;Ganha;2017-10-18;2017-10-25;4751
OP-01656;Otávio Pinto;Módulo Horizonte Avançado;Waypoint Software Ltda.;Perdida;2017-10-18;2017-10-24;0
OP-01935;Patrícia Campos;Módulo Horizonte Avançado;Kairós Varejo Ltda.;Perdida;2017-10-18;2017-10-19;0
OP-07670;Patrícia Campos;Módulo Horizonte Especial;Koral Logística Ltda.;Ganha;2017-10-18;2017-12-20;51
OP-00375;Patrícia Campos;Módulo Horizonte Avançado;Quasar Serviços Ltda.;Ganha;2017-10-18;2017-10-22;3696
OP-06528;Tiago Martins;Solução Atlas Profissional;Granito Comunicação Ltda.;Perdida;2017-10-18;2017-10-26;0
OP-04606;Tiago Martins;Módulo Horizonte Avançado;Lótus Soluções Ltda.;Ganha;2017-10-18;2017-10-24;3536
OP-05490;Vanessa Pereira;Solução Atlas Essencial;Centauro Logística Ltda.;Perdida;2017-10-18;2017-11-22;0
OP-08232;Vanessa Pereira;Módulo Horizonte Especial;Catarina Soluções Ltda.;Perdida;2017-10-18;2017-11-05;0
OP-07875;Vanessa Pereira;Módulo Horizonte Especial;Harmonia Participações Ltda.;Ganha;2017-10-18;2017-12-17;59
OP-01460;William Silveira;Solução Atlas Essencial;Cristal Tecnologia Ltda.;Ganha;2017-10-18;2017-10-20;474
OP-00438;Caio Dias;Módulo Horizonte Especial;Vértice Sistemas Ltda.;Ganha;2017-10-18;2017-10-30;43
OP-08007;Caio Dias;Módulo Horizonte Especial;Novaterra Telecom Ltda.;Ganha;2017-10-18;2017-12-19;60
OP-01181;Helena Menezes;Solução Atlas Essencial;Essência Tecnologia Ltda.;Perdida;2017-10-18;2017-10-29;0
OP-01431;Helena Menezes;Solução Atlas Essencial;Litoral Indústria Ltda.;Ganha;2017-10-18;2017-10-27;461
OP-04051;Igor Barros;Solução Atlas Plus Essencial;Júpiter Comercial Ltda.;Perdida;2017-10-18;2017-12-11;0
OP-00957;Igor Barros;Módulo Horizonte Especial;Estrela Indústria Ltda.;Ganha;2017-10-18;2017-10-19;54
OP-06891;Juliana Esteves;Módulo Horizonte Especial;;Em negociação;2017-10-18;;
OP-07941;Juliana Esteves;Módulo Horizonte Especial;Harmonia Participações Ltda.;Perdida;2017-10-18;2017-12-02;0
OP-01911;Leonardo Henriques;Solução Atlas Plus Essencial;Farol Saúde Ltda.;Perdida;2017-10-18;2017-10-25;0
OP-04984;Leonardo Henriques;Módulo Horizonte Especial;Ônix Sistemas Ltda.;Perdida;2017-10-18;2017-10-28;0
OP-08785;Nicolas Oliveira;Solução Atlas Essencial;Nativa Varejo Ltda.;Perdida;2017-10-18;2017-12-31;0
OP-08055;Nicolas Oliveira;Módulo Horizonte Avançado;Novaterra Telecom Ltda.;Perdida;2017-10-18;2017-10-24;0
OP-03428;Nicolas Oliveira;Módulo Horizonte Avançado;Krypton Saúde Ltda.;Ganha;2017-10-18;2017-10-27;3363
OP-06341;Ana Almeida;Solução Atlas Plus Essencial;Novaterra Telecom Ltda.;Ganha;2017-10-19;2017-10-30;1089
OP-06155;Eduarda Nogueira;Solução Atlas Profissional;Fênix Sistemas Ltda.;Perdida;2017-10-19;2017-10-31;0
OP-01829;Eduarda Nogueira;Solução Atlas Plus Essencial;Aurora Soluções Ltda.;Ganha;2017-10-19;2017-10-21;1096
OP-03766;Felipe Queiroz;Módulo Horizonte Especial;Litoral Indústria Ltda.;Ganha;2017-10-19;2017-10-29;62
OP-04633;Gabriela Teixeira;Módulo Horizonte Avançado;Tropical Saúde Ltda.;Perdida;2017-10-19;2017-12-26;0
OP-02885;Gabriela Teixeira;Solução Atlas Plus Essencial;Valência Consultoria Ltda.;Ganha;2017-10-19;2017-10-21;1105
OP-00124;Henrique Borges;Solução Atlas Profissional;Cobalto Financeira Ltda.;Perdida;2017-10-19;2017-10-28;0
OP-01451;Henrique Borges;Solução Atlas Profissional;Lumina Comunicação Ltda.;Ganha;2017-10-19;2017-10-24;4353
OP-05363;Isabela Farias;Solução Atlas Profissional;Atena Participações Ltda.;Perdida;2017-10-19;2017-10-28;0
OP-07611;Isabela Farias;Solução Atlas Plus Profissional;Habitat Consultoria Ltda.;Ganha;2017-10-19;2017-10-27;6276
OP-06110;Isabela Farias;Solução Atlas Profissional;Nexa Telecom Ltda.;Ganha;2017-10-19;2017-10-27;4688
OP-03178;Natália Correia;Solução Atlas Essencial;Elo Telecom Ltda.;Perdida;2017-10-19;2017-10-26;0
OP-08427;Natália Correia;Módulo Horizonte Avançado;Fênix Sistemas Ltda.;Ganha;2017-10-19;2017-11-01;3422
OP-05946;Otávio Pinto;Módulo Horizonte Especial;Novaterra Telecom Ltda.;Perdida;2017-10-19;2017-10-20;0
OP-06469;Otávio Pinto;Solução Atlas Profissional;Pampas Comunicação Ltda.;Ganha;2017-10-19;2017-12-09;5192
OP-03618;Patrícia Campos;Solução Atlas Plus Essencial;Novaterra Telecom Ltda.;Ganha;2017-10-19;2017-10-28;1226
OP-03084;Patrícia Campos;Solução Atlas Plus Profissional;Serrana Tecnologia Ltda.;Ganha;2017-10-19;2017-10-25;4552
OP-08494;Rafael Ferreira;Solução Atlas Plus Profissional;;Em negociação;2017-10-19;;
OP-08250;Rafael Ferreira;Solução Atlas Plus Profissional;Inova Software Ltda.;Ganha;2017-10-19;2017-10-26;5569
OP-06856;Rafael Ferreira;Solução Atlas Profissional;Delta Sistemas Ltda.;Ganha;2017-10-19;2017-10-20;4389
OP-01708;Sofia Ishikawa;Solução Atlas Plus Profissional;Novaterra Telecom Ltda.;Perdida;2017-10-19;2017-11-01;0
OP-02950;Tiago Martins;Solução Atlas Profissional;;Em negociação;2017-10-19;;
OP-01145;Vanessa Pereira;Módulo Horizonte Avançado;;Em negociação;2017-10-19;;
OP-03901;William Silveira;Módulo Horizonte Avançado;Galáxia Software Ltda.;Perdida;2017-10-19;2017-10-21;0
OP-05677;William Silveira;Solução Atlas Essencial;Litoral Indústria Ltda.;Ganha;2017-10-19;2017-10-26;451
OP-02761;Amanda Azevedo;Módulo Horizonte Especial;;Em negociação;2017-10-19;;
OP-07938;Amanda Azevedo;Módulo Horizonte Especial;;Em negociação;2017-10-19;;
OP-04474;Amanda Azevedo;Módulo Horizonte Avançado;Granito Comunicação Ltda.;Perdida;2017-10-19;2017-11-28;0
OP-00348;Amanda Azevedo;Solução Atlas Essencial;Jardim Serviços Ltda.;Ganha;2017-10-19;2017-10-21;553
OP-04903;Caio Dias;Solução Atlas Profissional;Opala Comercial Ltda.;Perdida;2017-10-19;2017-10-29;0
OP-07088;Débora Medeiros;Solução Atlas Plus Essencial;;Em negociação;2017-10-19;;
OP-06698;Débora Medeiros;Solução Atlas Essencial;Orion Participações Ltda.;Ganha;2017-10-19;2017-11-01;524
OP-01742;Igor Barros;Módulo Horizonte Avançado;Imperial Financeira Ltda.;Perdida;2017-10-19;2017-10-21;0
OP-06061;Mariana Lima;Solução Atlas Plus Essencial;Litoral Indústria Ltda.;Perdida;2017-10-19;2017-10-31;0
OP-07026;Mariana Lima;Módulo Horizonte Especial;Pampas Comunicação Ltda.;Ganha;2017-10-19;2017-10-27;53
OP-04339;Mariana Lima;Módulo Horizonte Avançado;Torre Digital Ltda.;Ganha;2017-10-19;2017-10-20;2749
OP-06122;Nicolas Oliveira;Solução Atlas Profissional;Serrana Tecnologia Ltda.;Perdida;2017-10-19;2017-10-26;0
OP-05960;Nicolas Oliveira;Solução Atlas Profissional;Krypton Saúde Ltda.;Perdida;2017-10-19;2017-10-21;0
OP-07951;Nicolas Oliveira;Solução Atlas Plus Profissional;Lótus Soluções Ltda.;Ganha;2017-10-19;2017-10-20;5368
OP-04091;Renato Vieira;Solução Atlas Profissional;Tropical Saúde Ltda.;Ganha;2017-10-19;2017-12-25;4734
OP-01629;Renato Vieira;Módulo Horizonte Avançado;Safira Software Ltda.;Ganha;2017-10-19;2017-12-16;3089
OP-03399;Ana Almeida;Módulo Horizonte Avançado;Alvorada Digital Ltda.;Perdida;2017-10-20;2017-10-21;0
OP-06766;Ana Almeida;Módulo Horizonte Especial;Helix Comercial Ltda.;Ganha;2017-10-20;2017-10-30;54
OP-06330;Eduarda Nogueira;Solução Atlas Profissional;Paralela Logística Ltda.;Ganha;2017-10-20;2017-10-27;4345
OP-07441;Felipe Queiroz;Módulo Horizonte Avançado;Habitat Consultoria Ltda.;Ganha;2017-10-20;2017-10-27;3848
OP-06272;Gabriela Teixeira;Solução Atlas Profissional;Ônix Sistemas Ltda.;Ganha;2017-10-20;2017-10-26;4287
OP-05410;Isabela Farias;Solução Atlas Profissional;Pioneira Consultoria Ltda.;Ganha;2017-10-20;2017-10-27;4435
OP-05825;Isabela Farias;Solução Atlas Profissional;Sinapse Soluções Ltda.;Ganha;2017-10-20;2017-10-28;4699
OP-03200;Otávio Pinto;Solução Atlas Plus Profissional;Horizonte Saúde Ltda.;Perdida;2017-10-20;2017-10-24;0
OP-08081;Otávio Pinto;Módulo Horizonte Especial;Futura Consultoria Ltda.;Perdida;2017-10-20;2017-10-22;0
OP-05547;Otávio Pinto;Módulo Horizonte Especial;Sinapse Soluções Ltda.;Ganha;2017-10-20;2017-10-30;60
OP-05513;Patrícia Campos;Solução Atlas Plus Profissional;Metrópole Digital Ltda.;Ganha;2017-10-20;2017-10-21;6026
OP-04312;Rafael Ferreira;Solução Atlas Plus Profissional;Ipanema Logística Ltda.;Perdida;2017-10-20;2017-10-27;0
OP-07997;Rafael Ferreira;Solução Atlas Plus Profissional;Dínamo Digital Ltda.;Ganha;2017-10-20;2017-12-25;5095
OP-06917;Tiago Martins;Solução Atlas Essencial;Delta Sistemas Ltda.;Em negociação;2017-10-20;;
OP-04931;Tiago Martins;Solução Atlas Essencial;Zafira Comunicação Ltda.;Ganha;2017-10-20;2017-12-16;565
OP-05710;Débora Medeiros;Solução Atlas Plus Profissional;Koral Logística Ltda.;Ganha;2017-10-20;2017-12-22;5883
OP-00728;Helena Menezes;Solução Atlas Plus Essencial;Cristal Tecnologia Ltda.;Ganha;2017-10-20;2017-12-12;1135
OP-06664;Igor Barros;Solução Atlas Plus Essencial;Valência Consultoria Ltda.;Ganha;2017-10-20;2017-12-21;903
OP-00575;Leonardo Henriques;Solução Atlas Profissional;Valência Consultoria Ltda.;Em negociação;2017-10-20;;
OP-05600;Nicolas Oliveira;Módulo Horizonte Especial;Kairós Varejo Ltda.;Perdida;2017-10-20;2017-10-27;0
OP-01554;Nicolas Oliveira;Módulo Horizonte Especial;Ypê Logística Ltda.;Perdida;2017-10-20;2017-10-28;0
OP-03384;Nicolas Oliveira;Módulo Horizonte Especial;Centauro Logística Ltda.;Ganha;2017-10-20;2017-11-03;48
OP-03700;Tatiana Castro;Solução Atlas Plus Profissional;Metrópole Digital Ltda.;Ganha;2017-10-20;2017-10-30;5388
OP-02959;Tatiana Castro;Solução Atlas Profissional;Granito Comunicação Ltda.;Ganha;2017-10-20;2017-10-27;4109
OP-05106;Ana Almeida;Solução Atlas Plus Essencial;Rubi Comunicação Ltda.;Perdida;2017-10-21;2017-10-23;0
OP-03112;Ana Almeida;Módulo Horizonte Especial;Litoral Indústria Ltda.;Perdida;2017-10-21;2017-10-27;0
OP-02869;Ana Almeida;Solução Atlas Plus Profissional;Pioneira Consultoria Ltda.;Ganha;2017-10-21;2017-12-16;5543
OP-01527;Eduarda Nogueira;Solução Atlas Plus Essencial;Terranova Telecom Ltda.;Perdida;2017-10-21;2017-11-29;0
OP-01376;Felipe Queiroz;Solução Atlas Plus Essencial;Urbana Telecom Ltda.;Perdida;2017-10-21;2017-10-28;0
OP-04662;Felipe Queiroz;Módulo Horizonte Avançado;Futura Consultoria Ltda.;Perdida;2017-10-21;2017-10-27;0
OP-00823;Isabela Farias;Solução Atlas Profissional;Vértice Sistemas Ltda.;Perdida;2017-10-21;2017-10-31;0
OP-00077;Isabela Farias;Solução Atlas Profissional;Torre Digital Ltda.;Ganha;2017-10-21;2017-10-29;4732
OP-05175;Isabela Farias;Módulo Horizonte Especial;Pioneira Consultoria Ltda.;Ganha;2017-10-21;2017-11-07;55
OP-07926;João Moreira;Solução Atlas Essencial;Júpiter Comercial Ltda.;Perdida;2017-10-21;2017-10-30;0
OP-05210;João Moreira;Solução Atlas Plus Profissional;Cerrado Participações Ltda.;Perdida;2017-10-21;2017-10-29;0
OP-05479;Otávio Pinto;Módulo Horizonte Especial;Waypoint Software Ltda.;Ganha;2017-10-21;2017-10-30;52
OP-03350;Sofia Ishikawa;Solução Atlas Essencial;Futura Consultoria Ltda.;Perdida;2017-10-21;2017-10-22;0
OP-06422;Tiago Martins;Solução Atlas Essencial;Nativa Varejo Ltda.;Perdida;2017-10-21;2017-12-14;0
OP-03926;Vanessa Pereira;Solução Atlas Essencial;Aliança Indústria Ltda.;Perdida;2017-10-21;2017-10-23;0
OP-02518;Vanessa Pereira;Solução Atlas Essencial;Xingu Comercial Ltda.;Ganha;2017-10-21;2017-10-27;575
OP-01602;Débora Medeiros;Solução Atlas Essencial;Kairós Varejo Ltda.;Perdida;2017-10-21;2017-10-30;0
OP-02939;Helena Menezes;Módulo Horizonte Especial;Mosaico Serviços Ltda.;Perdida;2017-10-21;2017-11-01;0
OP-05579;Igor Barros;Módulo Horizonte Avançado;Imperial Financeira Ltda.;Ganha;2017-10-21;2017-10-29;3612
OP-07291;Priscila Ramos;Módulo Horizonte Especial;Montana Varejo Ltda.;Perdida;2017-10-21;2017-10-25;0
OP-01118;Renato Vieira;Solução Atlas Profissional;Riviera Financeira Ltda.;Ganha;2017-10-21;2017-12-15;4970
OP-08794;Renato Vieira;Módulo Horizonte Avançado;Domínio Saúde Ltda.;Ganha;2017-10-21;2017-10-31;2995
OP-00146;Bruno Duarte;Solução Atlas Essencial;Montana Varejo Ltda.;Ganha;2017-10-22;2017-12-30;546
OP-07637;Bruno Duarte;Solução Atlas Plus Essencial;Estrela Indústria Ltda.;Ganha;2017-10-22;2017-12-20;1184
OP-00605;Eduarda Nogueira;Solução Atlas Plus Profissional;Imperial Financeira Ltda.;Ganha;2017-10-22;2017-10-24;5500
OP-04012;Felipe Queiroz;Módulo Horizonte Avançado;Mosaico Serviços Ltda.;Ganha;2017-10-22;2017-10-24;3616
OP-01106;Gabriela Teixeira;Plataforma Delta 500;Tropical Saúde Ltda.;Perdida;2017-10-22;2017-11-30;0
OP-04266;Henrique Borges;Módulo Horizonte Avançado;Boreal Varejo Ltda.;Perdida;2017-10-22;2017-10-26;0
OP-03025;Isabela Farias;Solução Atlas Plus Essencial;Mirante Consultoria Ltda.;Ganha;2017-10-22;2017-12-29;1087
OP-06753;Isabela Farias;Solução Atlas Profissional;Pampas Comunicação Ltda.;Ganha;2017-10-22;2017-10-30;3578
OP-02454;Larissa Santos;Solução Atlas Essencial;Bravura Financeira Ltda.;Ganha;2017-10-22;2017-10-29;544
OP-00841;Larissa Santos;Módulo Horizonte Avançado;Centauro Logística Ltda.;Ganha;2017-10-22;2017-10-29;3082
OP-03483;Larissa Santos;Módulo Horizonte Avançado;Novaterra Telecom Ltda.;Ganha;2017-10-22;2017-10-24;3450
OP-02791;Natália Correia;Solução Atlas Profissional;Tropical Saúde Ltda.;Ganha;2017-10-22;2017-10-29;5360
OP-07480;Rafael Ferreira;Solução Atlas Profissional;Aliança Indústria Ltda.;Ganha;2017-10-22;2017-11-01;4991
OP-07746;Rafael Ferreira;Módulo Horizonte Avançado;Aliança Indústria Ltda.;Ganha;2017-10-22;2017-10-30;3294
OP-07510;Sofia Ishikawa;Solução Atlas Plus Essencial;Íntegra Comercial Ltda.;Perdida;2017-10-22;2017-10-30;0
OP-07930;Amanda Azevedo;Solução Atlas Plus Essencial;Krypton Saúde Ltda.;Ganha;2017-10-22;2017-10-31;981
OP-08384;Caio Dias;Solução Atlas Plus Essencial;Quartzo Participações Ltda.;Perdida;2017-10-22;2017-11-03;0
OP-03158;Caio Dias;Solução Atlas Plus Profissional;Urbana Telecom Ltda.;Ganha;2017-10-22;2017-10-23;6233
OP-06775;Caio Dias;Módulo Horizonte Especial;Mosaico Serviços Ltda.;Ganha;2017-10-22;2017-11-28;55
OP-08703;Helena Menezes;Módulo Horizonte Especial;Galáxia Software Ltda.;Perdida;2017-10-22;2017-10-28;0
OP-05374;Helena Menezes;Solução Atlas Plus Profissional;Íntegra Comercial Ltda.;Ganha;2017-10-22;2017-12-10;6142
OP-04123;Juliana Esteves;Solução Atlas Essencial;;Em negociação;2017-10-22;;
OP-01060;Juliana Esteves;Módulo Horizonte Especial;Ipanema Logística Ltda.;Perdida;2017-10-22;2017-10-29;0
OP-01216;Leonardo Henriques;Solução Atlas Plus Essencial;Farol Saúde Ltda.;Perdida;2017-10-22;2017-12-06;0
OP-06037;Nicolas Oliveira;Solução Atlas Profissional;Metrópole Digital Ltda.;Ganha;2017-10-22;2017-10-28;5190
OP-06960;Eduarda Nogueira;Módulo Horizonte Avançado;Ônix Sistemas Ltda.;Perdida;2017-10-23;2017-10-25;0
OP-07389;Eduarda Nogueira;Solução Atlas Plus Essencial;Estrela Indústria Ltda.;Ganha;2017-10-23;2017-11-01;1027
OP-05394;Isabela Farias;Solução Atlas Plus Essencial;Alvorada Digital Ltda.;Ganha;2017-10-23;2017-10-31;1237
OP-04671;Isabela Farias;Solução Atlas Plus Essencial;Urbana Telecom Ltda.;Ganha;2017-10-23;2017-10-29;965
OP-04961;Isabela Farias;Solução Atlas Profissional;Pampas Comunicação Ltda.;Ganha;2017-10-23;2017-11-03;5729
OP-01896;Isabela Farias;Solução Atlas Profissional;Quartzo Participações Ltda.;Ganha;2017-10-23;2017-10-24;5685
OP-05924;Isabela Farias;Solução Atlas Profissional;Mirante Consultoria Ltda.;Ganha;2017-10-23;2017-10-26;4024
OP-04869;João Moreira;Solução Atlas Essencial;Paralela Logística Ltda.;Ganha;2017-10-23;2017-12-12;511
OP-03326;Larissa Santos;Solução Atlas Plus Profissional;Raízes Varejo Ltda.;Perdida;2017-10-23;2017-10-30;0
OP-07239;Natália Correia;Solução Atlas Profissional;Elo Telecom Ltda.;Perdida;2017-10-23;2017-11-04;0
OP-00877;Otávio Pinto;Módulo Horizonte Avançado;Sinapse Soluções Ltda.;Perdida;2017-10-23;2017-10-24;0
OP-04863;Vanessa Pereira;Solução Atlas Plus Profissional;Jade Tecnologia Ltda.;Em negociação;2017-10-23;;
OP-01192;Vanessa Pereira;Solução Atlas Profissional;Koral Logística Ltda.;Ganha;2017-10-23;2017-11-05;4382
OP-03362;Caio Dias;Solução Atlas Plus Essencial;Cristal Tecnologia Ltda.;Perdida;2017-10-23;2017-11-19;0
OP-00444;Caio Dias;Solução Atlas Plus Profissional;Essência Tecnologia Ltda.;Ganha;2017-10-23;2017-10-30;5516
OP-04020;Mariana Lima;Solução Atlas Plus Profissional;Atena Participações Ltda.;Perdida;2017-10-23;2017-11-06;0
OP-08163;Nicolas Oliveira;Solução Atlas Plus Profissional;;Em negociação;2017-10-23;;
OP-01488;Nicolas Oliveira;Solução Atlas Profissional;Krypton Saúde Ltda.;Perdida;2017-10-23;2017-10-24;0
OP-03164;Nicolas Oliveira;Módulo Horizonte Especial;Safira Software Ltda.;Ganha;2017-10-23;2017-12-28;51
OP-08503;Tatiana Castro;Solução Atlas Plus Essencial;Lótus Soluções Ltda.;Perdida;2017-10-23;2017-10-28;0
OP-06152;Tatiana Castro;Solução Atlas Plus Essencial;Tropical Saúde Ltda.;Ganha;2017-10-23;2017-10-31;1195
OP-00091;Bruno Duarte;Solução Atlas Plus Essencial;Boreal Varejo Ltda.;Perdida;2017-10-24;2017-10-26;0
OP-03904;Eduarda Nogueira;Solução Atlas Plus Profissional;Paralela Logística Ltda.;Perdida;2017-10-24;2017-10-25;0
OP-08509;Eduarda Nogueira;Módulo Horizonte Avançado;União Indústria Ltda.;Ganha;2017-10-24;2017-11-02;3588
OP-06988;Gabriela Teixeira;Módulo Horizonte Especial;;Em negociação;2017-10-24;;
OP-05151;Henrique Borges;Solução Atlas Plus Essencial;Zênite Serviços Ltda.;Perdida;2017-10-24;2017-10-29;0
OP-02690;Isabela Farias;Solução Atlas Plus Essencial;Pioneira Consultoria Ltda.;Perdida;2017-10-24;2017-11-08;0
OP-06954;Isabela Farias;Solução Atlas Profissional;Sinapse Soluções Ltda.;Ganha;2017-10-24;2017-12-01;5542
OP-05278;Rafael Ferreira;Módulo Horizonte Avançado;Bravura Financeira Ltda.;Ganha;2017-10-24;2017-12-31;3296
OP-06911;Sofia Ishikawa;Solução Atlas Plus Essencial;Mosaico Serviços Ltda.;Perdida;2017-10-24;2017-10-25;0
OP-05679;Sofia Ishikawa;Solução Atlas Essencial;Nexa Telecom Ltda.;Ganha;2017-10-24;2017-10-29;519
OP-07379;Sofia Ishikawa;Solução Atlas Plus Essencial;Nexa Telecom Ltda.;Ganha;2017-10-24;2017-10-25;1243
